web_scraper_order;web_scraper_start_url;link-product;product_name;price;rating;review_count;sold;seller
1774595250-1;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/intikomstore/acer-aspire-lite-al14-32p-c39a-intel-n150-8gb-256gb-ssd-win11-ohs-rose-sakura-1734499263420663191?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;Acer Aspire Lite AL14-32P-C39A [Intel N150/8GB/256GB SSD/Win11+OHS] - ROSE SAKURA - NON BUNDLE;6150000;;;;INTIKOM STORES
1774595257-2;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/agresid/acer-aspire-lite-14-al14-i3-n355-8gb-512gb-w11-ohs-14-0-fhd-ips-1731231329234158659?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;ACER ASPIRE LITE 14 AL14 I3 N355 8GB 512GB W11+OHS 14.0 FHD IPS - Non Bundle, 256GB;7349000;48;144 rating • 28 ulasan;Terjual 250+;AGRES ID
1774595263-3;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/laptop-murah-cirebon/acer-aspire-lite-al14-32p-intel-n150-8gb-512gb-w11-ohs-m365b-14-wuxga-1732975700846019618?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"ACER ASPIRE LITE AL14 32P [INTEL N150/ 8GB/ 512GB/ W11+OHS+M365B/ 14"" WUXGA] - Normal Bundling, Light Silver";6299000;50;1 rating • 0 ulasan;Terjual 2;LAPTOP MURAH CIREBON_NEW
1774595269-4;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/gameridbandung/acer-aspire-lite-14-al14-37p-intel-n150-8gb-256-512gb-14-fhd-ips-windows-11-home-1733379609368036611?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"Acer Aspire Lite 14 AL14-37P Intel N150 8GB 256/512GB 14"" FHD IPS Windows 11 Home - SILVER - 512GB, NO PAKET, NO UPGRADE";6299000;50;1 rating • 0 ulasan;Terjual 5;Gamer ID Bandung
1774595275-5;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/infonet-harco-mangga-dua/acer-aspire-lite-al14-37p-c39a-n150-8gb-256gb-ssd-14-fhd-ips-w11h-oh2024-pink-1733592359098091351?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"ACER ASPIRE LITE AL14-37P-C39A N150 8GB 256GB SSD 14"" FHD IPS W11H OH2024 PINK";6080000;50;1 rating • 0 ulasan;Terjual 2;INFONET Harco Mangga Dua
1774595281-6;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/spacetech/acer-aspire-lite-al14-core-3-n355-8gb-512gb-ssd-14-fhd-ips-win11-ohs-1731233517590382201?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"ACER Aspire Lite AL14 Core 3 N355 8GB 512GB SSD 14""FHD IPS Win11 OHS - SILVER-256GB, 8GB RAM";7199000;50;278 rating • 106 ulasan;Terjual 250+;Space Tech Store
1774595287-7;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/acerid/acer-aspire-lite-14-al14-37p-core-3-n355-8gb-512gb-ssd-14-fhd-ips-windows-11-home-office-home-2024-fresh-blue-light-silver-rose-sakura-1734406039087514645?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"Acer Aspire Lite 14 AL14-37P Core 3 N355 8GB 512GB SSD 14"" FHD IPS Windows 11 Home + Office Home 2024 – Fresh Blue / Light Silver / Rose Sakura - Blue";6799000;50;11 rating • 6 ulasan;Terjual 20;Acer Official Authorized Store
1774595293-8;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/protechcom/acer-travelmate-p40-i5-1335-16gb-512gb-14-0wuxga-ips-w11-ohs-m365b-1733132706887665568?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch%26whid%3D375893;ACER TRAVELMATE P40 I5 1335 16GB 512GB 14.0WUXGA IPS W11 OHS M365B - UNIT;9699000;49;100 rating • 47 ulasan;Terjual 100+;ProTech Com
1774595299-9;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/intikomstore/acer-aspire-lite-14-gen-2-al14-32p-38re-37ce-359z-intel-core-3-n355-8gb-512gb-ssd-win11-ohs-1731919300469818775?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;Acer Aspire Lite 14 (Gen 2) AL14-32P-38RE/37CE/359Z [Intel Core 3 N355/8GB/512GB SSD/Win11+OHS] - Fresh Blue;7175000;;;;INTIKOM STORES
1774595306-10;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/giftandship/acer-aspire-3-a314-35-celeron-n5100-ram-8gb-ssd-512gb-14-inch-w-11-free-bag-laptop-1731464834907211685?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"ACER ASPIRE 3 A314-35 Celeron N5100 [RAM 8GB/SSD 512GB] 14"" INCH W 11 FREE BAG LAPTOP - RAM4/SSD256";3120520;48;8 rating • 5 ulasan;Terjual 22;GIFTandSHIP
1774595311-11;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/tistonline/promo-live-acer-aspire-lite-al14-32p-c9vs-c1es-intel-n150-8gb-512gb-ssd-14-wuxga-w11-ohs-garansi-resmi-1731424738889729954?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;[ PROMO LIVE ] Acer Aspire Lite AL14 32P C9VS C1ES Intel N150 8GB 512GB SSD 14?WUXGA W11+OHS Garansi Resmi - Light Silver, UNIT ONLY;6290000;50;5 rating • 2 ulasan;Terjual 7;TIST Online
1774595318-12;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/acerid/acer-aspire-lite-14-upgradable-ram-ryzen-3-ringan-1-1-kg-office-2024-al14-42p-r1d5-ryzen-3-5300u-8gb-512gb-integrated-14-wuxga-w11-ohs-m365-rose-sakura-laptop-pelajar-mahasiswa-dan-pekerja-1734524245398094869?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"Acer Aspire Lite 14 Upgradable RAM | Ryzen 3 | Ringan 1,1 Kg Office 2024 AL14-42P-R1D5 RYZEN 3 5300U 8GB 512GB INTEGRATED 14"" WUXGA W11 OHS+M365 ROSE SAKURA - Laptop Pelajar, mahasiswa, dan pekerja - Pink, 8GB, Kaspersky";6519000;50;1 rating • 1 ulasan;Terjual 7;Acer Official Authorized Store
1774595323-13;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/wei-1/acer-aspire-lite-al14-53m-i3-1315u-8gb-512gb-ssd-14-wuxga-ips-win11-ohs-1733123250403640795?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"ACER Aspire Lite AL14-53M i3-1315U 8GB 512GB SSD 14""WUXGA IPS Win11 OHS - 8GB+256GB, TANPA ANTIGORES";7349000;50;162 rating • 49 ulasan;Terjual 250+;We Itech
1774595330-14;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/agresid/acer-aspire-lite-14-al14-core-i3-n355-8gb-512gb-w11-ohs-14-0wuxga-ips-1733386876425503811?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"ACER ASPIRE LITE 14 AL14 CORE i3 N355 8GB 512GB W11+OHS 14"" 0WUXGA IPS - Non Bundle, 8GB 256GB FHD";7249000;50;4 rating • 3 ulasan;Terjual 9;AGRES ID
1774595337-15;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/netronic-laptop/acer-aspire-a314-35-intel-n5100-ram-8gb-ssd-512gb-14-inch-win-10-ms-office-1734488394010887682?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"ACER ASPIRE A314-35 INTEL N5100 RAM 8GB SSD 512GB 14"" INCH WIN 10 + MS OFFICE - 4GB / SSD 256GB";2633100;50;1 rating • 1 ulasan;Terjual 2;Netronic Laptop
1774595342-16;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/agresiddepok/acer-aspire-go-14-ag14-i3-1315-16gb-512gb-win-11-office-14-0-wuxga-ips-1732700623933899925?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"Acer Aspire Go 14 AG14 I3 1315 16GB 512GB Win 11 +Office 14.0"" WUXGA IPS - NON BUNDLE, 8GB - 256GB";7499000;;;3 barang berhasil terjual;Agres ID Depok
1774595348-17;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/redstarelectronic/terlaris-laptop-acer-aspire-core-i3-ram-8gb-1tb-windows-10-14-inch-4gb-500gb?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;TERLARIS ! Laptop ACER Aspire Core i3 Ram 8GB/1TB Windows 10 14 inch - 4GB/500GB;2150000;43;36 rating • 15 ulasan;Terjual 60+;RedStar Electronic
1774595354-18;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/agresidjogja/acer-aspire-lite-al14-i3-n355-8gb-256gb-14-0-wuxga-w11-ohs-32p-37oz-37sa-1732656400950461697?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;Acer Aspire Lite AL14 | I3 N355 8GB 256GB 14.0 WUXGA W11 + OHS -32P-37OZ/37SA - Silver;7075000;50;2 rating • 0 ulasan;Terjual 6;AGRES ID JOGJA
1774595360-19;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/gamer-id-bogor/laptop-acer-aspire-lite-al14-n150-8gb-512gb-w11-ohs-14-0-wuxga-1731768427675289449?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;Laptop Acer Aspire Lite al14 n150 8gb 512gb w11+Ohs 14.0 Wuxga - 8GB-256GB, Laptop;5889000;50;9 rating • 1 ulasan;Terjual 17;Gamer ID Bogor
1774595366-20;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/starcompsolo/acer-aspire-lite-al14-32p-c2ss-intel-n150-8gb-256gb-14-wuxga-w11-ohs-1732833607948600952?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch%26whid%3D19300518;"Acer Aspire Lite AL14-32P-C2SS Intel N150 8GB 256GB 14"" WUXGA W11+OHS";5499000;;;;Starcomp Solo
1774595372-21;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/royalltech/laptop-acer-aspire-lite-al14-32p-intel-n150-8gb-ram-512gb-ssd-windows-11-ohs-m365-14-wuxga-laptop-consumer-1734243031838852599?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;Laptop ACER Aspire Lite AL14 32P Intel N150 8GB RAM 512GB SSD Windows 11 + OHS + M365 14” WUXGA - LAPTOP CONSUMER - LAPTOP, RAM 8GB/256GB SSD;5874000;50;41 rating • 24 ulasan;Terjual 500+;royalltech
1774595378-22;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/intelstore-id/acer-swift-sf14-ai-oled-ultra-5-226v-16gb-1tb-ssd-14-wuxga-w11-ohs-1730906115672081834?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"Acer Swift SF14 AI Oled - Ultra 5 226V 16GB 1TB SSD 14"" WUXGA W11+OHS - Non Bundle, Windows 11 HOME";16699000;50;6 rating • 5 ulasan;Terjual 12;INTEL STORE ID
1774595384-23;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/acer-tangerang/acer-aspire-lite-14-al14-37p-c18u-nx-dgysn-001-intel-n150-8gb-512gb-14-0-fhd-ips-win11-ohs2024-pink-1733264030863951148?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;ACER Aspire Lite 14 AL14-37P-C18U NX.DGYSN.001 - Intel N150/8GB/512GB/14.0 FHD IPS/WIN11+OHS2024/PINK;6389000;;;2 barang berhasil terjual;Acer Authorized Store Tangerang
1774595390-24;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/amd-id/acer-aspire-lite-al15-ryzen-5-7430u-8gb-512gb-w11-ohs-m365b-15-0fhd-ips-42p-r50p-1732443344317547899?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch%26whid%3D79275;Acer Aspire Lite AL15 Ryzen 5 7430U 8GB 512GB W11+OHS+M365B 15.0FHD IPS -42P.R50P - Silver (8GB / 512GB), Standard;7799000;50;13 rating • 10 ulasan;Terjual 100+;AMD Official Store
1774595396-25;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/agres-id-bintaro/acer-aspire-lite-14-al14-n150-8gb-512gb-w11-ohs-m365b-14-0wuxga-blu-32p-c1es-1732893479734314855?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;ACER ASPIRE LITE 14 AL14 N150 8GB 512GB W11+OHS+M365B 14.0WUXGA BLU -32P.C1ES - LAPTOP ONLY, BLUE , 8GB/256GB;5899000;50;1 rating • 0 ulasan;Terjual 2;Agres ID Bintaro
1774595402-26;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/acer-indonesia/acer-laptop-2-in-1-aspire-go-spin-14-agsp14-31pt-386w-14-wuxga-intel-core-3-n355-ram-8gb-storage-512gb-ssd-graphics-intel-uhd-windows-11-1730909995895195528?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"ACER LAPTOP 2 IN 1 ASPIRE GO SPIN 14 AGSP14-31PT-386W 14"" WUXGA INTEL CORE 3 N355 RAM 8GB STORAGE 512GB SSD GRAPHICS INTEL UHD WINDOWS 11";8549050;50;8 rating • 2 ulasan;Terjual 16;Acer Indonesia
1774595411-27;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/intelstore-id/laptop-acer-aspire-lite-al14-core-3-n355-ram-8gb-512gb-ssd-14-wuxga-ips-1730979976392050090?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"Laptop Acer Aspire Lite AL14 - CORE 3 N355 Ram 8GB 512GB SSD 14""WUXGA IPS - Non Bundle, Windows 11 HOME";15199000;;;30+ barang berhasil terjual;INTEL STORE ID
1774595418-28;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/els-semarang/acer-aspire-lite-al14-37p-intel-n150-8gb-ssd-512gb-14-w11-oh2024-fresh-blue-1733150025666364734?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"Acer Aspire Lite AL14 37P Intel N150 8GB SSD 512GB 14"" W11+OH2024 - Fresh Blue";6465000;50;1 rating • 1 ulasan;Terjual 3;ELS Computer - Semarang
1774595424-29;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/alienwareofficial/acer-aspire-lite-14-al14-n150-i3-n355-i5-13500h-i7-12650h-8gb-16gb-256gb-512gb-w11-ohs-14-0wuxga-1732937729958708499?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch%26whid%3D1496513;ACER ASPIRE LITE 14 AL14 N150/i3-N355/i5-13500H/i7-12650H 8GB/16GB 256GB/512GB W11+OHS 14.0WUXGA - N150 8GB 256GB BLUE/SILVER;5899000;50;6 rating • 3 ulasan;Terjual 750+;AI Official Store
1774595430-30;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/elevenlaptop/acer-aspire-lite-14-al14-n150-8gb-256gb-w11-ohs-m365b-14-0wuxga-1733823250310858460?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;ACER ASPIRE LITE 14 AL14 N150 8GB 256GB W11+OHS+M365B 14.0WUXGA - 8BG/256GB, Unit Only;5889000;;;;Eleven Laptop
1774595436-31;https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER;https://www.tokopedia.com/hosanacomp/laptop-acer-a315-i5-1235u-8gb-512gb-ssd-15-6-fhd-dos-8gb-256gb-ssd-6f027?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch;"LAPTOP ACER A315 I5 1235U 8GB 512GB SSD 15.6"" FHD DOS - 8GB 256GB SSD";6999000;50;14 rating • 6 ulasan;Terjual 40+;HOSANA COMPUTER
